Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Tot_Expenses,Tot_Purchases,Age,Tot_children,Income
77,1,1,0,3,7,42,5,34,1,26095.0
24,1,4,5,7,2,777,17,65,0,71367.0
19,1,6,3,10,3,1902,20,80,0,80184.0
67,2,2,0,3,7,52,7,59,2,30630.0
95,1,2,4,6,5,1651,13,37,0,73454.0
48,1,5,1,6,5,358,13,33,0,42691.0
73,1,2,4,9,6,1727,16,71,0,70503.0
35,3,2,2,3,6,210,10,37,1,25545.0
76,1,1,0,3,8,42,5,38,1,32880.0
20,1,4,5,10,2,1291,20,66,0,77863.0
72,1,4,4,6,3,442,15,47,0,50353.0
20,1,4,8,4,8,1895,17,60,0,61839.0
69,6,4,1,8,6,411,19,64,2,49154.0
80,4,4,3,8,5,521,19,49,1,47682.0
65,1,4,7,5,1,1168,17,55,1,72679.0
52,7,8,2,6,7,493,23,47,2,57954.0
65,2,3,2,5,4,260,12,62,2,65316.0
57,2,2,0,3,6,46,7,42,1,28567.0
70,4,6,1,5,7,319,16,73,1,47352.0
0,1,2,1,3,5,96,7,57,1,44931.0
19,1,8,3,4,4,1062,16,57,0,76982.0
50,2,2,1,7,2,232,12,72,1,57247.0
67,3,3,0,3,7,76,9,43,1,22944.0
46,3,3,0,3,8,54,9,47,1,25315.0
37,2,4,1,4,7,201,11,55,1,43638.0
38,2,4,5,3,6,406,14,40,1,42710.0
9,1,7,6,6,3,1919,20,42,0,84169.0
56,2,4,6,8,3,662,20,48,1,54058.0
98,2,2,0,4,5,41,8,34,1,24683.0
68,1,3,6,4,1,1600,14,60,0,85620.0
72,1,3,0,4,6,134,8,44,1,47850.0
47,4,3,1,2,8,69,10,56,2,19514.0
33,2,1,0,3,6,21,6,51,2,27159.0
87,2,1,1,3,3,54,7,61,2,39548.0
0,2,3,1,2,7,91,8,35,1,21474.0
73,2,6,2,8,6,526,18,53,1,60504.0
74,1,3,2,2,8,162,8,61,0,22419.0
4,1,3,8,13,1,1008,25,75,0,81698.0
50,6,4,1,5,8,240,16,72,2,43462.0
57,2,6,2,11,5,795,21,46,1,54880.0
30,1,5,6,7,2,1772,19,42,0,79908.0
27,2,2,0,4,5,64,8,54,0,15315.0
61,1,5,10,4,6,1957,20,65,1,87771.0
4,1,2,0,4,5,78,7,46,1,33039.0
75,0,6,6,7,2,1572,19,44,0,81741.0
12,2,8,3,13,4,795,26,53,1,71499.0
13,5,6,3,12,4,889,26,54,1,62466.0
9,3,3,2,7,3,331,15,61,1,48799.0
48,2,3,2,5,4,265,12,74,1,52157.0
80,4,4,2,9,8,1065,19,62,1,66565.0
60,1,1,0,2,5,11,4,73,2,29298.0
43,1,1,0,2,6,21,4,45,1,47691.0
19,1,1,0,2,7,17,4,54,2,38200.0
26,5,5,1,5,6,369,16,50,1,44989.0
58,2,1,0,3,7,38,6,56,2,38443.0
42,3,4,1,3,8,177,11,46,1,38593.0
27,1,5,1,5,5,279,12,54,1,64413.0
56,2,2,0,3,8,62,7,43,1,36959.0
27,3,6,4,8,5,1230,21,47,1,61996.0
10,3,4,1,3,7,182,11,56,2,51287.0
48,4,3,0,3,8,49,10,54,2,13260.0
39,2,2,0,4,5,75,8,58,2,47472.0
85,6,4,2,4,7,227,16,68,2,54603.0
64,5,3,1,6,6,215,15,50,2,45207.0
54,1,1,0,3,8,47,5,57,2,47821.0
57,1,2,1,3,7,143,7,73,0,27450.0
64,2,2,0,3,6,55,7,41,1,39453.0
10,4,2,1,4,4,63,11,53,2,26850.0
65,1,5,11,5,3,1867,22,69,0,79800.0
74,2,4,4,10,2,611,20,63,1,61794.0
4,3,7,1,7,7,473,18,69,1,53863.0
94,1,1,1,3,4,55,6,65,0,24221.0
41,2,2,1,2,7,81,7,40,1,39684.0
25,0,5,11,5,2,2086,21,49,0,92163.0
94,1,3,7,9,1,1478,20,59,0,69882.0
9,1,1,0,3,4,49,5,47,1,33178.0
47,1,3,4,7,1,382,15,52,0,59973.0
12,3,3,1,2,7,69,9,49,1,17459.0
80,1,2,0,3,7,67,6,55,1,23910.0
20,2,1,0,3,8,30,6,55,2,42169.0
39,3,2,1,3,6,63,9,46,1,26224.0
57,3,3,0,4,8,79,10,43,1,31089.0
27,1,1,0,3,7,42,5,63,1,30081.0
83,3,5,3,12,5,819,23,64,1,62807.0
79,1,3,4,9,1,1151,17,69,0,72906.0
69,3,5,2,10,5,594,20,76,2,61467.0
77,4,3,1,3,7,129,11,58,2,49618.0
15,4,5,1,2,10,213,12,38,1,21888.0
61,1,1,0,3,7,28,5,68,3,26150.0
23,2,1,0,3,7,45,6,49,1,30801.0
84,1,6,4,7,3,1193,18,59,0,81168.0
74,2,3,1,6,6,268,12,55,0,26877.0
90,1,3,1,7,3,266,12,80,0,45006.0
41,1,1,0,3,8,37,5,51,1,18978.0
73,3,6,3,13,5,882,25,55,0,48240.0
88,5,6,2,5,7,373,18,50,2,45837.0
94,2,1,0,3,8,35,6,59,3,35791.0
31,0,0,0,1,1,107,1,48,2,162397.0
31,1,1,0,3,4,42,5,46,2,54162.0
6,5,1,2,9,2,326,17,64,1,30522.0
23,3,6,1,7,6,404,17,63,1,54456.0
92,1,2,1,2,7,95,6,53,0,31632.0
52,1,4,3,6,1,939,14,75,0,72298.0
50,1,1,0,3,7,33,5,46,1,36975.0
54,1,6,8,6,3,981,21,69,0,72635.0
93,2,2,0,3,6,36,7,48,1,13624.0
56,1,8,4,7,3,1237,20,49,1,84196.0
28,7,11,11,5,7,1825,34,64,1,70971.0
94,3,3,0,3,9,103,9,47,2,34487.0
76,3,4,1,4,9,191,12,47,1,28769.0
43,2,7,3,13,8,1586,25,54,1,69084.0
46,1,3,4,6,1,963,14,66,0,65488.0
27,1,2,1,3,7,93,7,64,0,32218.0
12,1,6,7,7,3,1587,21,51,0,83917.0
3,1,1,0,2,7,16,4,62,3,46102.0
72,1,9,11,11,5,1375,32,72,0,84574.0
6,1,4,2,7,4,393,14,62,1,56181.0
53,5,8,4,9,7,1477,26,74,1,63120.0
58,2,6,2,8,2,1179,18,53,1,73691.0
57,1,5,9,6,2,1348,21,76,0,76140.0
37,4,9,4,6,6,1307,23,65,1,62859.0
20,2,5,4,4,5,486,15,60,1,45906.0
73,1,4,2,6,2,2252,13,77,0,77632.0
56,7,3,1,6,6,235,17,53,2,46463.0
36,0,9,8,13,3,1724,30,54,0,105471.0
9,1,3,1,6,4,235,11,54,1,55282.0
42,3,7,6,12,4,1092,28,47,1,78710.0
28,2,7,1,7,5,599,17,66,1,66886.0
23,0,4,6,9,1,2008,19,64,0,98777.0
38,2,1,0,3,9,48,6,39,1,29103.0
63,5,9,6,12,6,1174,32,50,1,67445.0
71,1,1,1,4,2,67,7,74,1,50616.0
9,2,7,1,5,8,365,15,69,1,49431.0
81,0,0,0,0,0,6,0,49,0,153924.0
87,2,3,1,4,6,165,10,71,1,61278.0
36,1,9,3,13,4,1095,26,77,1,73059.0
86,4,3,2,3,6,223,12,58,3,46734.0
83,4,7,2,9,6,597,22,61,1,56253.0
87,1,6,4,13,4,1064,24,49,1,58330.0
29,1,2,0,3,8,74,6,44,0,25965.0
88,1,1,0,3,6,26,5,68,0,14661.0
77,1,1,1,2,8,60,5,65,0,18690.0
25,1,1,0,2,7,20,4,50,1,45068.0
34,2,2,0,3,6,59,7,37,1,21063.0
43,1,1,0,3,8,34,5,56,1,29187.0
76,3,3,1,5,3,198,12,53,2,54690.0
81,3,7,8,10,5,1048,28,60,1,59304.0
87,5,5,2,9,6,574,21,62,2,59247.0
33,4,4,3,6,3,1029,17,54,1,66731.0
38,2,6,4,8,4,670,20,44,1,77353.0
26,1,1,0,2,8,11,4,50,2,26751.0
17,3,10,3,5,5,1241,21,61,1,81300.0
75,1,2,2,12,1,576,17,45,0,70337.0
13,4,4,1,3,9,172,12,39,1,36145.0
19,1,3,3,13,2,664,20,44,0,65295.0
51,2,8,9,4,6,928,23,61,1,68118.0
81,1,11,5,13,7,2074,30,57,0,68743.0
32,1,8,1,5,8,467,15,42,0,41039.0
84,2,3,1,6,5,257,12,69,1,38946.0
87,1,2,8,6,1,1146,17,57,0,65777.0
99,2,5,2,11,4,689,20,48,1,66476.0
96,1,5,6,10,2,2114,22,52,0,86857.0
21,15,0,28,1,0,1717,44,42,0,160803.0
40,1,3,5,12,1,1346,21,35,0,77845.0
3,1,4,6,4,2,1044,15,55,0,69476.0
98,6,4,5,7,6,493,22,64,1,50611.0
73,1,5,3,4,2,957,13,54,0,61209.0
90,3,1,4,4,3,270,12,66,1,42315.0
29,1,1,0,3,6,29,5,72,0,13084.0
3,3,2,2,2,7,121,9,75,2,47570.0
94,1,2,1,4,3,126,8,63,2,61923.0
65,1,1,0,2,6,23,4,29,0,34824.0
33,3,2,0,3,8,57,8,75,2,26518.0
46,2,8,4,6,6,636,20,63,0,45938.0
29,1,10,7,10,4,1004,28,64,0,78468.0
99,3,9,3,5,4,734,20,51,1,78901.0
26,2,8,2,8,4,614,20,46,2,71427.0
30,3,5,2,11,8,1453,21,46,1,71022.0
27,1,3,4,7,1,1621,15,36,0,90247.0
24,3,4,1,4,7,187,12,56,1,41335.0
34,1,1,1,3,2,57,6,54,1,35682.0
88,2,9,3,6,8,637,20,73,1,43185.0
96,3,2,4,5,7,948,14,76,1,66375.0
26,1,1,0,2,8,18,4,38,1,25252.0
49,4,7,5,10,5,903,26,59,1,55250.0
11,2,2,1,3,6,112,8,49,1,33249.0
44,3,5,4,8,4,596,20,71,0,58398.0
75,3,4,1,5,7,233,13,42,1,50272.0
64,1,3,2,5,1,1511,11,49,0,76618.0
19,1,5,3,8,2,1152,17,64,0,87305.0
45,2,2,0,3,7,48,7,46,1,25851.0
77,6,11,5,9,6,1185,31,54,1,58710.0
9,1,1,0,2,7,21,4,66,2,45160.0
1,2,5,4,5,4,965,16,59,1,74806.0
90,1,11,1,8,7,869,21,70,0,59111.0
43,2,1,0,3,7,16,6,40,1,18988.0
79,1,5,6,4,3,1947,16,59,0,72190.0
19,5,4,1,2,9,71,12,48,1,7500.0
62,1,6,5,12,2,1380,24,69,0,80395.0
41,1,3,8,11,1,1027,23,48,0,75012.0
60,7,6,3,5,7,411,21,59,3,56962.0
17,1,11,6,8,4,836,26,33,0,89891.0
24,1,0,0,3,5,11,4,75,2,35946.0
60,8,7,2,6,8,480,23,71,2,53593.0
74,5,6,1,4,8,284,16,76,3,45072.0
22,3,4,3,4,5,1472,14,51,2,89694.0
46,1,4,8,13,2,1677,26,75,0,72025.0
69,2,8,5,4,4,1335,19,51,1,67432.0
29,1,4,1,7,2,334,13,72,1,70545.0
37,1,1,0,2,7,18,4,35,1,17487.0
26,2,7,5,6,4,1338,20,55,1,62882.0
8,4,6,9,11,5,1099,30,71,1,64108.0
26,2,3,0,3,8,97,8,68,2,34941.0
79,3,2,1,3,5,63,9,74,3,48767.0
71,2,3,0,4,6,109,9,46,1,38702.0
83,1,6,9,5,3,902,21,60,0,82224.0
57,1,4,4,11,1,1574,20,72,0,83844.0
37,3,2,0,4,5,38,9,49,1,17003.0
30,1,3,8,12,1,960,24,29,0,71163.0
34,1,1,0,2,7,28,4,54,1,33697.0
0,1,10,10,7,6,1215,28,70,0,63564.0
89,1,6,10,5,2,1497,22,52,0,83443.0
92,2,3,2,10,3,449,17,66,1,51518.0
20,1,8,5,11,8,1757,25,55,0,80952.0
56,1,8,6,6,3,1440,21,45,0,75507.0
28,1,7,3,13,4,1006,24,46,0,63855.0
55,5,7,6,5,6,1226,23,52,1,62220.0
25,5,3,4,8,8,1171,20,60,1,58512.0
0,2,2,1,3,4,92,8,45,1,40662.0
86,1,3,2,2,5,99,8,65,1,38829.0
8,2,3,0,3,7,66,8,43,1,35523.0
33,2,8,1,8,6,564,19,57,2,79146.0
13,1,6,4,10,3,1427,21,36,0,78285.0
12,1,2,1,2,7,86,6,46,1,31626.0
92,1,2,11,5,1,833,19,72,0,75127.0
90,3,3,2,4,6,242,12,69,1,48726.0
8,1,3,6,7,2,1869,17,47,0,74985.0
6,1,11,5,12,6,1364,29,37,0,67430.0
91,1,2,1,4,4,183,8,59,1,46891.0
52,4,6,1,7,6,450,18,68,1,62058.0
3,2,5,2,12,2,758,21,45,1,72063.0
57,1,8,5,6,3,1507,20,73,0,78939.0
9,8,7,3,7,8,654,25,59,2,42720.0
22,3,2,0,4,7,81,9,52,2,33622.0
76,0,0,0,1,20,137,1,67,1,6835.0
86,1,1,0,2,7,16,4,71,2,41452.0
64,2,2,1,3,6,93,8,59,1,40760.0
90,1,2,11,4,1,1158,18,66,0,74250.0
79,2,1,0,3,3,43,6,69,2,51124.0
28,2,6,9,5,2,1525,22,53,1,72258.0
86,1,4,4,10,1,1230,19,50,0,71466.0
42,2,1,0,3,4,29,6,48,2,36283.0
39,1,1,1,2,7,25,5,54,1,20587.0
8,1,1,0,2,7,24,4,52,1,30467.0
40,1,1,0,3,8,38,5,52,1,31590.0
5,2,2,0,3,7,57,7,38,1,20425.0
96,5,3,0,4,7,47,12,64,2,17144.0
28,6,6,8,4,7,813,24,56,1,42564.0
22,6,7,1,8,7,629,22,46,1,43783.0
30,4,7,1,5,9,377,17,48,1,40780.0
45,1,3,6,4,2,1612,14,79,0,62847.0
58,1,5,4,7,2,729,17,67,0,82017.0
49,1,2,0,3,7,50,6,74,0,16813.0
37,4,3,3,5,4,270,15,46,2,51267.0
70,2,1,1,5,3,177,9,63,1,46524.0
33,1,4,1,7,7,315,13,62,0,45183.0
98,3,10,3,7,6,767,23,70,1,70421.0
17,3,11,4,8,8,1071,26,59,1,60161.0
54,1,6,5,12,3,1580,24,51,0,73926.0
39,3,4,0,3,8,60,10,56,1,19329.0
81,4,4,4,9,4,573,21,54,1,61872.0
71,1,1,0,3,5,41,5,68,2,46984.0
62,3,2,1,4,6,170,10,73,2,34838.0
8,1,6,8,13,2,1167,28,80,0,82716.0
76,3,2,8,12,8,1526,25,66,0,48192.0
66,6,7,1,7,7,458,21,48,2,49681.0
83,1,1,1,3,2,63,6,53,1,56850.0
28,4,3,4,6,3,405,17,67,1,55267.0
87,7,3,2,8,8,1027,20,52,2,59666.0
43,2,5,9,6,2,1478,22,52,1,72504.0
0,1,1,1,2,6,72,5,43,0,26872.0
1,2,2,0,3,8,48,7,52,1,21359.0
1,1,5,4,6,2,726,16,49,0,73170.0
72,6,5,7,9,4,860,27,69,1,52750.0
72,0,5,5,12,1,1497,22,38,0,91820.0
12,2,5,4,7,3,495,18,54,1,65968.0
89,1,1,0,2,6,20,4,48,2,30772.0
67,3,10,2,4,9,570,19,70,0,22507.0
54,1,9,2,9,5,769,21,52,1,65685.0
34,2,2,0,3,8,55,7,46,1,25804.0
15,1,5,4,8,3,1808,18,44,0,76412.0
43,2,2,0,3,7,55,7,52,1,22063.0
0,1,7,3,7,5,577,18,63,0,57091.0
51,1,10,2,11,8,1576,24,65,1,78353.0
97,3,3,4,7,5,1616,17,70,3,93404.0
75,2,1,0,3,8,36,6,62,3,37859.0
83,1,8,9,4,4,1482,22,66,1,80995.0
23,1,1,0,3,6,22,5,40,1,16529.0
65,1,2,0,3,5,63,6,48,2,55412.0
94,1,6,4,7,6,680,18,32,0,48789.0
42,3,7,3,7,5,542,20,57,2,56575.0
10,2,2,0,3,7,50,7,44,1,25130.0
94,2,1,0,3,8,39,6,57,2,35441.0
50,5,6,5,12,3,1043,28,68,1,71391.0
46,2,6,1,5,7,385,14,52,1,49494.0
98,1,7,7,12,3,1633,27,44,0,81702.0
42,1,1,0,3,6,46,5,44,1,45889.0
30,2,7,6,5,5,761,20,47,1,56628.0
11,3,2,1,3,5,76,9,74,2,34026.0
61,3,3,2,6,5,290,14,50,1,40049.0
76,4,4,0,3,9,70,11,43,1,19419.0
2,1,3,6,7,1,1066,17,64,0,82504.0
43,1,5,6,7,2,2009,19,54,0,81205.0
27,2,3,6,8,3,1345,19,33,0,61618.0
60,3,7,5,8,5,764,23,68,1,55284.0
79,2,3,1,5,5,195,11,61,1,49980.0
96,4,3,1,3,5,53,11,44,2,15072.0
17,2,5,3,3,6,368,13,50,1,49166.0
38,1,7,7,10,3,1853,25,67,0,82347.0
43,2,1,1,2,5,35,6,58,2,30843.0
1,3,7,1,7,8,446,18,50,1,46374.0
25,7,10,2,12,7,1180,31,45,1,60474.0
2,1,1,0,3,7,41,5,51,1,38576.0
66,3,6,2,11,5,727,22,39,2,55357.0
49,2,1,0,3,8,40,6,58,2,37758.0
5,1,6,9,10,2,1062,26,35,0,85710.0
71,2,2,0,3,8,40,7,55,1,23228.0
35,6,6,1,4,8,292,17,55,2,44602.0
94,1,0,0,3,6,15,4,37,0,7500.0
80,6,4,1,6,7,341,17,35,1,38683.0
61,2,6,1,4,7,369,13,49,1,49514.0
29,3,4,2,8,4,401,17,51,1,57906.0
0,3,5,1,8,5,393,17,58,1,43456.0
80,1,1,0,2,7,10,4,38,2,19485.0
54,3,2,3,8,3,486,16,46,1,53172.0
71,2,2,0,3,7,69,7,45,1,30545.0
27,1,5,7,4,3,1727,17,41,0,70123.0
61,2,5,5,4,3,995,16,65,1,62450.0
55,3,4,0,3,7,45,10,48,1,21675.0
35,4,3,1,4,7,182,12,43,2,42395.0
34,1,5,7,10,3,989,23,46,1,61346.0
95,1,4,8,5,2,1677,18,71,0,80812.0
64,7,6,6,4,6,595,23,53,2,42835.0
30,2,3,0,4,8,156,9,41,1,39922.0
12,1,6,9,12,1,1226,28,68,0,86424.0
96,4,3,1,3,9,128,11,46,1,17117.0
16,3,3,1,2,8,86,9,52,1,24762.0
16,2,2,0,3,8,68,7,49,1,35797.0
78,1,0,0,3,5,16,4,49,2,36627.0
83,2,2,0,3,6,55,7,43,2,51111.0
67,1,3,2,13,1,2018,19,54,0,82072.0
87,4,6,1,4,9,263,15,71,3,46231.0
34,2,2,0,3,7,55,7,65,2,42243.0
46,8,9,2,5,8,564,24,62,2,51195.0
7,2,2,6,10,5,1281,20,46,0,68092.0
73,2,2,0,3,9,83,7,51,1,31814.0
54,6,5,2,5,5,353,18,59,2,51390.0
93,1,3,10,11,1,1003,25,41,0,76630.0
52,1,1,0,2,7,14,4,33,1,26868.0
81,2,8,10,5,6,1139,25,52,1,55260.0
8,1,6,9,4,5,797,20,68,1,64090.0
97,2,10,6,7,4,1638,25,66,1,78331.0
50,3,4,2,8,6,401,17,50,1,37087.0
38,4,4,0,3,8,84,11,38,1,21846.0
61,1,4,3,10,2,928,18,66,0,81320.0
46,2,4,1,4,6,203,11,54,1,54137.0
73,1,4,5,6,2,858,16,57,0,66825.0
19,1,3,3,6,3,409,13,51,0,57100.0
10,5,4,1,6,5,282,16,55,3,58917.0
94,1,3,4,10,0,1423,18,47,0,85072.0
10,0,7,4,7,2,1449,18,63,0,86429.0
37,1,1,0,2,7,28,4,53,1,45684.0
94,1,2,0,3,5,67,6,50,1,47889.0
23,1,2,1,6,4,199,10,38,0,45921.0
75,1,3,10,8,1,1453,22,58,0,78420.0
40,1,3,10,5,2,1253,19,32,0,75114.0
24,6,10,5,10,8,1198,31,61,1,52278.0
11,2,3,1,4,7,178,10,52,1,35641.0
29,1,7,3,7,3,1990,18,30,0,95529.0
51,1,3,4,6,1,976,14,70,0,62820.0
86,1,3,4,7,2,1001,15,64,0,73113.0
30,2,3,2,7,3,350,14,70,1,42607.0
73,1,6,9,9,3,1650,25,70,0,74637.0
25,1,1,0,3,7,46,5,69,2,46015.0
67,1,2,10,6,1,1228,19,31,0,72354.0
67,1,2,0,4,6,95,7,55,1,39858.0
58,3,1,1,4,4,62,9,76,2,34469.0
82,1,11,4,10,5,1761,26,38,1,83033.0
98,3,6,1,6,8,467,16,45,0,24401.0
93,1,4,5,9,2,1149,19,46,0,77583.0
53,1,4,4,10,2,2052,19,42,0,74116.0
6,1,6,9,5,3,1416,21,48,1,68397.0
42,1,6,4,9,2,1113,20,50,0,79632.0
78,1,1,1,4,3,125,7,35,1,46107.0
29,2,11,2,10,7,966,25,73,1,64950.0
82,1,1,0,3,8,32,5,35,1,25443.0
78,2,3,0,3,8,46,8,53,1,32892.0
54,1,9,3,4,4,960,17,53,0,71796.0
45,3,11,5,11,8,1829,30,54,1,67536.0
59,3,7,5,11,5,779,26,53,1,55239.0
8,2,8,4,9,6,811,23,49,1,60554.0
51,8,6,3,5,6,1120,22,72,2,64831.0
51,2,7,4,7,5,725,20,62,1,56067.0
76,1,3,2,6,1,1187,12,41,0,82025.0
62,0,5,8,5,2,2302,18,71,0,94384.0
86,3,2,1,3,7,66,9,38,0,14906.0
60,1,4,4,10,8,1250,19,37,0,51563.0
56,3,4,4,9,3,683,20,42,1,57937.0
83,2,4,2,5,3,305,13,45,2,68274.0
92,1,2,0,3,4,50,6,47,1,39771.0
31,2,3,2,9,8,995,16,49,1,67893.0
80,1,2,0,3,4,41,6,45,1,27922.0
39,3,2,1,3,5,77,9,48,2,52190.0
20,4,3,1,4,6,171,12,51,2,44051.0
53,1,3,1,2,8,131,7,53,2,42767.0
84,1,1,1,2,6,54,5,48,2,46106.0
50,5,3,0,4,8,53,12,48,2,16927.0
96,3,5,2,6,5,475,16,59,1,59754.0
94,4,5,5,8,5,694,22,72,1,53700.0
25,2,2,0,4,5,96,8,51,2,59041.0
48,4,5,2,5,6,361,16,67,1,54237.0
65,2,4,7,13,2,1079,26,57,1,70647.0
69,3,6,3,8,5,578,20,62,1,52597.0
12,2,2,0,3,6,64,7,55,1,41021.0
84,5,2,1,5,6,149,13,49,1,40233.0
47,7,3,1,6,5,231,17,44,2,50183.0
87,3,5,2,11,4,728,21,65,1,54753.0
35,1,6,7,9,2,1778,23,51,0,92955.0
47,3,3,0,4,7,93,10,51,1,33471.0
48,1,1,0,2,8,23,4,50,1,34596.0
46,6,10,2,6,9,662,24,44,1,44010.0
27,1,3,4,10,1,1198,18,36,0,84219.0
37,4,3,0,4,7,81,11,56,3,40706.0
8,3,3,0,4,8,92,10,36,1,15716.0
29,3,7,1,7,5,491,18,65,1,59052.0
85,1,4,6,13,2,1564,24,53,0,80573.0
2,1,2,8,13,0,926,24,62,0,83715.0
66,1,2,4,12,1,1910,19,65,0,82576.0
54,3,2,0,4,4,94,9,72,2,35704.0
70,5,10,6,7,7,1085,28,70,1,53103.0
55,1,0,1,2,4,23,4,64,2,46779.0
20,0,0,0,0,14,6,0,59,0,4861.0
78,1,2,0,3,7,54,6,45,1,33462.0
17,1,5,11,6,3,1415,23,74,0,80763.0
43,2,4,2,8,4,405,16,50,1,65352.0
13,1,5,6,7,2,1908,19,46,0,82170.0
46,1,9,7,9,5,2486,26,55,0,75759.0
65,1,4,9,13,2,1315,27,48,0,79689.0
1,2,2,0,3,5,45,7,68,2,35340.0
6,1,2,4,10,1,1789,17,70,0,85683.0
32,1,0,0,3,7,19,4,52,1,24884.0
34,5,10,1,6,9,573,22,43,1,42021.0
70,4,5,3,12,4,805,24,35,1,64449.0
49,2,1,1,4,3,108,8,70,2,64587.0
25,1,8,4,10,6,1493,23,46,0,75437.0
7,3,8,8,6,6,936,25,51,1,52845.0
34,4,3,1,8,4,343,16,68,1,46086.0
38,1,6,4,9,7,528,20,68,1,78028.0
1,1,4,3,4,1,1901,12,37,0,95169.0
25,5,8,5,4,8,724,22,43,2,56337.0
25,2,2,0,3,8,58,7,37,1,22434.0
50,5,5,2,4,8,297,16,70,1,36930.0
46,6,3,8,4,4,488,21,70,1,36130.0
96,2,6,5,10,3,859,23,71,1,65569.0
47,4,3,1,2,8,69,10,56,2,19514.0
52,1,1,0,2,6,17,4,61,2,36736.0
30,1,10,2,8,5,2194,21,45,1,77568.0
63,1,1,1,5,2,116,8,48,1,49187.0
51,7,6,1,4,9,279,18,46,1,30168.0
14,1,3,0,3,8,103,7,56,1,34053.0
20,3,2,0,4,5,44,9,53,2,38196.0
56,1,4,2,8,3,406,15,73,0,59412.0
41,1,6,6,7,3,1363,20,59,0,70924.0
72,1,2,1,7,2,236,11,55,0,54165.0
1,1,1,0,3,8,39,5,51,1,32300.0
27,1,2,1,4,7,137,8,48,0,20180.0
77,3,3,1,3,7,79,10,51,1,34961.0
87,1,2,0,3,8,63,6,50,1,28440.0
81,7,11,3,4,7,1314,25,71,3,64504.0
51,1,1,1,3,5,71,6,58,1,33564.0
79,2,2,1,2,8,58,7,46,1,17345.0
11,3,5,4,9,4,702,21,57,1,56320.0
54,1,2,2,2,7,94,7,46,1,28647.0
93,2,2,1,2,9,80,7,37,1,15038.0
0,1,1,0,3,4,22,5,66,1,32173.0
54,5,10,7,10,6,1211,32,60,1,68316.0
21,1,8,8,5,3,1461,22,53,0,74538.0
58,1,8,6,5,3,1968,20,53,0,91700.0
3,1,4,4,7,2,1091,16,55,0,68695.0
99,1,1,0,3,8,55,5,47,1,31056.0
65,2,5,1,5,8,313,13,44,0,28071.0
44,4,3,0,4,4,62,11,66,2,37334.0
6,3,2,0,4,7,92,9,52,2,46423.0
9,1,1,2,2,6,72,6,53,1,37126.0
95,4,6,3,8,5,655,21,71,1,47703.0
70,2,5,5,6,3,704,18,65,1,61180.0
92,3,2,0,3,8,54,8,70,2,38998.0
62,15,0,1,0,19,178,16,33,0,8028.0
85,1,4,5,4,2,1033,14,62,0,76081.0
2,1,1,1,2,6,36,5,38,1,34728.0
0,3,2,1,4,7,122,10,59,1,33168.0
91,1,2,0,4,4,122,7,58,1,33585.0
3,1,7,7,12,3,1123,27,64,1,77037.0
68,6,6,1,5,8,497,18,40,1,35196.0
98,6,6,2,11,5,691,25,58,1,44529.0
16,1,1,0,2,8,12,4,58,2,28764.0
82,1,7,8,9,5,2440,25,75,0,69098.0
1,2,1,2,2,6,56,7,54,2,25959.0
64,1,1,0,3,7,37,5,41,1,27100.0
68,1,3,5,12,2,968,21,39,0,70596.0
98,4,6,1,4,8,270,15,50,1,42557.0
32,1,5,1,5,7,278,12,73,0,53312.0
87,1,6,7,8,3,1250,22,72,0,72228.0
84,1,2,8,6,1,938,17,37,0,67605.0
3,11,3,4,10,8,1178,28,75,2,62845.0
34,2,7,6,11,5,1155,26,66,2,65196.0
